name,state,city,category,rating,entry_fee,visit_duration,best_time,id,image_url,latitude,longitude,activities,hidden_gems,nearest_airport,nearest_railway,cuisine,safety_rating,search_tags
Khajjiar Lake,Himachal Pradesh,Dalhousie,Lake,4.5,0.0,1.5,Morning,khajjiar__dalhousie_himachal_pradesh,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Khajjiar.jpg/1200px-Khajjiar.jpg,,,"Picnics, Short walks, Horse riding (seasonal), Zorbing and basic adventure games (seasonal)","Forest walks around the meadow, Less-crowded viewpoints on side trails",Kangra (Gaggal) / Pathankot (via road),Pathankot,Simple North Indian and local hill dishes from dhabas,8.0,"['dalhousie', 'himachal pradesh', 'horse riding (seasonal)', 'khajjiar lake', 'lake', 'morning', 'picnics', 'short walks', 'zorbing and basic adventure games (seasonal)']"
Key Monastery,Himachal Pradesh,Spiti Valley,Monastery,4.8,0.0,1.0,Morning,key_monastery_spiti_valley_himachal_pradesh,https://upload.wikimedia.org/wikipedia/commons/4/49/1000_Year_loop.jpg,,,,,,,,8.0,"['himachal pradesh', 'key monastery', 'monastery', 'morning', 'spiti valley']"
Great Himalayan National Park,Himachal Pradesh,Kullu,National Park,4.5,50.0,3.0,All,great_himalayan__kullu_himachal_pradesh,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Himalayn_National_Park_01.jpg/1200px-Himalayn_National_Park_01.jpg,,,,,,,,8.0,"['all', 'great himalayan national park', 'himachal pradesh', 'kullu', 'national park']"
Chamera Lake,Himachal Pradesh,Chamba,Lake,4.4,0.0,2.0,Morning,chamera__chamba_himachal_pradesh,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/9f/79/82/chamera-lake-also-known.jpg?w=1200&h=-1&s=1,,,,,,,,8.0,"['chamba', 'chamera lake', 'himachal pradesh', 'lake', 'morning']"
Sangla Valley,Himachal Pradesh,Kinnaur,Valley,4.5,0.0,2.0,Morning,sangla_valley_kinnaur_himachal_pradesh,https://www.india.com/wp-content/uploads/2018/08/Sangla-Valley.jpg,,,,,,,,8.0,"['himachal pradesh', 'kinnaur', 'morning', 'sangla valley', 'valley']"
Kangra Fort,Himachal Pradesh,Kangra,Fort,4.4,150.0,2.0,All,kangra__kangra_himachal_pradesh,https://upload.wikimedia.org/wikipedia/commons/f/f0/Kangra_Fort_%2CHimachal_Pradesh_06.jpg,,,,,,,,8.0,"['all', 'fort', 'himachal pradesh', 'kangra', 'kangra fort']"
Tea Gardens,Himachal Pradesh,Palampur,Tea Plantation,4.6,0.0,1.5,Morning,tea_s_palampur_himachal_pradesh,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/e9/52/a2/sunset-at-tata-tea-gardens.jpg?w=1200&h=-1&s=1,,,,,,,,8.0,"['himachal pradesh', 'morning', 'palampur', 'tea gardens', 'tea plantation']"
Prashar Lake,Himachal Pradesh,Mandi,Lake,4.6,0.0,1.5,Morning,prashar__mandi_himachal_pradesh,https://upload.wikimedia.org/wikipedia/commons/7/75/Prashar_Lake_and_temple_%2CMandi_%2CHimachal_Pardesh.jpg,,,,,,,,8.0,"['himachal pradesh', 'lake', 'mandi', 'morning', 'prashar lake']"
Paragliding Site,Himachal Pradesh,Bir Billing,Adventure Sport,4.8,2500.0,2.0,All,paragliding_site_bir_billing_himachal_pradesh,https://www.pandotrip.com/wp-content/uploads/2014/05/Top-10-Paragliding-Sites-Slovenia-Photo-by-Robert-Kovacs.jpg,,,,,,,,8.0,"['adventure sport', 'all', 'bir billing', 'himachal pradesh', 'paragliding site']"
Triund Trek,Himachal Pradesh,McLeod Ganj,Trekking,4.8,0.0,5.0,Morning,triund_trek_mcleod_ganj_himachal_pradesh,"https://ik.imagekit.io/wcarzmwtz/trekyaari-images/Triund_-_Trekyaari_26_-jY9cOl6O.jpeg?tr=w-2048,q-100",,,,,,,,8.0,"['himachal pradesh', 'mcleod ganj', 'morning', 'trekking', 'triund trek']"
Manikaran Sahib,Himachal Pradesh,Manikaran,Gurudwara,4.6,0.0,1.0,Morning,manikaran_sahib_manikaran_himachal_pradesh,https://upload.wikimedia.org/wikipedia/commons/c/c7/Outer_view_of_the_temple%27s_hot_water_well_and_the_parvati_river_flowing_by_it.jpg,,,,,,,,8.0,"['gurudwara', 'himachal pradesh', 'manikaran', 'manikaran sahib', 'morning']"
Hatu Peak,Himachal Pradesh,Narkanda,Viewpoint,4.5,0.0,2.0,All,hatu_peak_narkanda_himachal_pradesh,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/cd/de/8c/hatu-peak.jpg?w=1200&h=-1&s=1,,,,,,,,8.0,"['all', 'hatu peak', 'himachal pradesh', 'narkanda', 'viewpoint']"
Barot Valley,Himachal Pradesh,Barot,Valley,4.7,0.0,2.0,Morning,barot_valley_barot_himachal_pradesh,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/e7/15/ff/barot-valley-view.jpg?w=900&h=500&s=1,,,,,,,,8.0,"['barot', 'barot valley', 'himachal pradesh', 'morning', 'valley']"
Serolsar Lake,Himachal Pradesh,Shoja,Lake,4.4,0.0,2.5,Morning,serolsar__shoja_himachal_pradesh,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/f9/d3/3f/lake.jpg?w=1200&h=-1&s=1,,,,,,,,8.0,"['himachal pradesh', 'lake', 'morning', 'serolsar lake', 'shoja']"
Kufri Fun World,Himachal Pradesh,Kufri,Ski Resort,3.8,1500.0,5.0,All,kufri_fun_world_kufri_himachal_pradesh,https://i.ytimg.com/vi/W_7-8Bx9_Wk/maxresdefault.jpg,,,,,,,,8.0,"['all', 'himachal pradesh', 'kufri', 'kufri fun world', 'ski resort']"
Naini Lake,Uttarakhand,Nainital,Lake,4.2,0.0,1.5,Morning,naini__nainital_uttarakhand,https://upload.wikimedia.org/wikipedia/commons/2/28/The_Boat_and_The_Lake.jpg,,,,,,,,8.0,"['lake', 'morning', 'naini lake', 'nainital', 'uttarakhand']"
Laxman Jhula,Uttarakhand,Rishikesh,Suspension Bridge,4.4,0.0,1.0,Morning,laxman_jhula_rishikesh_uttarakhand,https://upload.wikimedia.org/wikipedia/commons/7/75/Rishikesh-Lakshman_Jhula_by_Kaustubh_Nayyar.jpg,,,,,,,,8.0,"['laxman jhula', 'morning', 'rishikesh', 'suspension bridge', 'uttarakhand']"
Har Ki Pauri,Uttarakhand,Haridwar,Ghat,4.5,0.0,1.0,All,har_ki_pauri_haridwar_uttarakhand,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Evening_view_of_Har-ki-Pauri%2C_Haridwar.jpg/640px-Evening_view_of_Har-ki-Pauri%2C_Haridwar.jpg,,,,,,,,8.0,"['all', 'ghat', 'har ki pauri', 'haridwar', 'uttarakhand']"
Robber's Cave,Uttarakhand,Dehradun,Cave,4.5,25.0,1.5,Morning,robber_s_cave_dehradun_uttarakhand,https://d1pk12b7bb81je.cloudfront.net/thumbor/o351uGqYDHJbvUVOv7pk1r1-SrE=/full-fit-in/800x800/https://d1pk12b7bb81je.cloudfront.net/okdataengine/appmedia/images/117/117542/Robbers%20Cave%20Oct%202019_LD_5283.jpeg.jpg,,,,,,,,8.0,"['cave', 'dehradun', 'morning', ""robber's cave"", 'uttarakhand']"
Kempty Falls,Uttarakhand,Mussoorie,Waterfall,4.2,15.0,1.5,Morning,kempty__mussoorie_uttarakhand,https://www.justahotels.com/wp-content/uploads/2024/03/kempty-falls-scaled.jpeg,,,,,,,,8.0,"['kempty falls', 'morning', 'mussoorie', 'uttarakhand', 'waterfall']"
Auli Ski Resort,Uttarakhand,Auli,Ski Resort,4.5,0.0,3.0,Morning,auli_ski_resort_auli_uttarakhand,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/f5/86/af/cliff-top-club.jpg?w=1200&h=-1&s=1,,,,,,,,8.0,"['auli', 'auli ski resort', 'morning', 'ski resort', 'uttarakhand']"
Badrinath Temple,Uttarakhand,Badrinath,Temple,4.8,0.0,1.0,All,badrinath__badrinath_uttarakhand,https://upload.wikimedia.org/wikipedia/commons/f/f9/Badrinath_Temple_%2C_Uttarakhand.jpg,,,,,,,,8.0,"['all', 'badrinath', 'badrinath temple', 'temple', 'uttarakhand']"
Binsar Wildlife Sanctuary,Uttarakhand,Almora,Wildlife Sanctuary,4.3,150.0,2.0,All,binsar__almora_uttarakhand,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/07/0b/38/the-road-takes-you-deeper.jpg?w=1200&h=1200&s=1,,,"Short treks and forest walks, Birdwatching, Sunrise/sunset mountain viewing","Early-morning walks to quieter viewpoints inside sanctuary, Small village trails below the main ridge",Pantnagar Airport,Kathgodam,"Bhatt ki churkani, Aloo ke gutke and simple Kumaoni thali",8.0,"['all', 'almora', 'binsar wildlife sanctuary', 'birdwatching', 'short treks and forest walks', 'sunrise/sunset mountain viewing', 'uttarakhand', 'wildlife sanctuary']"
Chaubatia Gardens,Uttarakhand,Ranikhet,Orchard,4.0,50.0,1.0,All,chaubatia_s_ranikhet_uttarakhand,https://static.toiimg.com/photo/59142289.cms,,,,,,,,8.0,"['all', 'chaubatia gardens', 'orchard', 'ranikhet', 'uttarakhand']"
Jim Corbett National Park,Uttarakhand,Jim Corbett,National Park,4.4,100.0,3.0,All,jim_corbett__jim_corbett_uttarakhand,https://upload.wikimedia.org/wikipedia/commons/7/78/Bengal-Tiger_Corbett_Uttarakhand_Dec-2013.jpg,,,,,,,,8.0,"['all', 'jim corbett', 'jim corbett national park', 'national park', 'uttarakhand']"
Gangotri Temple,Uttarakhand,Uttarkashi,Temple,4.8,0.0,1.0,All,gangotri__uttarkashi_uttarakhand,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/45/3b/da/the-main-temple.jpg?w=1200&h=-1&s=1,,,,,,,,8.0,"['all', 'gangotri temple', 'temple', 'uttarakhand', 'uttarkashi']"
Tungnath Temple,Uttarakhand,Chopta,Temple,4.8,0.0,2.0,All,tungnath__chopta_uttarakhand,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Tungnath_temple.jpg/640px-Tungnath_temple.jpg,,,,,,,,8.0,"['all', 'chopta', 'temple', 'tungnath temple', 'uttarakhand']"
Valley of Flowers,Uttarakhand,Joshimath,National Park,4.7,150.0,5.0,Morning,valley_of_flowers_joshimath_uttarakhand,https://upload.wikimedia.org/wikipedia/commons/2/21/%28A%29_Valley_of_flowers%2C_Garhwal_Uttarakhand_India.jpg,,,,,,,,8.0,"['joshimath', 'morning', 'national park', 'uttarakhand', 'valley of flowers']"
Taj Mahal,Uttar Pradesh,Agra,Mausoleum,4.6,50.0,2.0,Morning,taj_mahal_agra_uttar_pradesh,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Taj_Mahal_%28Edited%29.jpeg/640px-Taj_Mahal_%28Edited%29.jpeg,27.172633,78.044633,,,,,,8.0,"['agra', 'mausoleum', 'morning', 'taj mahal', 'uttar pradesh']"
Kashi Vishwanath Temple,Uttar Pradesh,Varanasi,Temple,4.7,0.0,1.0,All,kashi_vishwanath__varanasi_uttar_pradesh,https://upload.wikimedia.org/wikipedia/commons/f/ff/Kashi_Vishwanath.jpg,25.312069,83.006427,,,,,,8.0,"['all', 'kashi vishwanath temple', 'temple', 'uttar pradesh', 'varanasi']"
Bara Imambara,Uttar Pradesh,Lucknow,Monument,4.4,50.0,1.5,All,bara_imambara_lucknow_uttar_pradesh,https://static.toiimg.com/thumb/103890956/Bara-Imambara.jpg?width=1200&height=900,,,,,,,,8.0,"['all', 'bara imambara', 'lucknow', 'monument', 'uttar pradesh']"
Krishna Janmabhoomi,Uttar Pradesh,Mathura,Temple,4.7,0.0,1.0,All,krishna_janmabhoomi_mathura_uttar_pradesh,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/90/3e/20/img-20160817-122832-largejpg.jpg?w=1200&h=1200&s=1,,,,,,,,8.0,"['all', 'krishna janmabhoomi', 'mathura', 'temple', 'uttar pradesh']"
Ram Janmabhoomi,Uttar Pradesh,Ayodhya,Religious Site,4.8,0.0,1.0,All,ram_janmabhoomi_ayodhya_uttar_pradesh,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Ayodhya_Ram_Mandir_Inauguration_Day_Picture.jpg/800px-Ayodhya_Ram_Mandir_Inauguration_Day_Picture.jpg,,,,,,,,8.0,"['all', 'ayodhya', 'ram janmabhoomi', 'religious site', 'uttar pradesh']"
Banke Bihari Temple,Uttar Pradesh,Vrindavan,Temple,4.8,0.0,1.0,All,banke_bihari__vrindavan_uttar_pradesh,https://upload.wikimedia.org/wikipedia/commons/e/e3/Banke_Bihari_Vrindavan.jpg,,,,,,,,8.0,"['all', 'banke bihari temple', 'temple', 'uttar pradesh', 'vrindavan']"
Triveni Sangam,Uttar Pradesh,Allahabad,Confluence,4.5,0.0,1.0,Morning,triveni_sangam_allahabad_uttar_pradesh,https://travelsetu.com/apps/uploads/new_destinations_photos/destination/2024/01/05/e5c371fa9c1bbfb486c1a85f7364cd2f_1000x1000.png,,,,,,,,8.0,"['allahabad', 'confluence', 'morning', 'triveni sangam', 'uttar pradesh']"
Jhansi Fort,Uttar Pradesh,Jhansi,Fort,4.4,15.0,1.5,All,jhansi__jhansi_uttar_pradesh,https://upload.wikimedia.org/wikipedia/commons/e/e8/Jhansi_Fort.jpg,,,,,,,,8.0,"['all', 'fort', 'jhansi', 'jhansi fort', 'uttar pradesh']"
Dhamek Stupa,Uttar Pradesh,Sarnath,Monument,4.6,5.0,1.0,All,dhamek_stupa_sarnath_uttar_pradesh,https://upload.wikimedia.org/wikipedia/commons/0/02/Dhamek_Stupa%2C_Sarnath.jpg,,,,,,,,8.0,"['all', 'dhamek stupa', 'monument', 'sarnath', 'uttar pradesh']"
Buland Darwaza,Uttar Pradesh,Fatehpur Sikri,Monument,4.4,40.0,2.0,Afternoon,buland_darwaza_fatehpur_sikri_uttar_pradesh,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Fatehput_Sikiri_Buland_Darwaza_gate_2010.jpg/800px-Fatehput_Sikiri_Buland_Darwaza_gate_2010.jpg,,,,,,,,8.0,"['afternoon', 'buland darwaza', 'fatehpur sikri', 'monument', 'uttar pradesh']"
Okhla Bird Sanctuary,Uttar Pradesh,Noida,Bird Sanctuary,4.3,30.0,1.5,All,okhla_bird__noida_uttar_pradesh,https://upload.wikimedia.org/wikipedia/commons/0/0b/Okhla_bird_sanctuary_Entrance.jpeg,,,,,,,,8.0,"['all', 'bird sanctuary', 'noida', 'okhla bird sanctuary', 'uttar pradesh']"
Aligarh Fort,Uttar Pradesh,Aligarh,Fort,4.1,20.0,1.0,Afternoon,aligarh__aligarh_uttar_pradesh,https://upload.wikimedia.org/wikipedia/commons/7/74/Aligarh_fort%2C_Aligarh.jpg,,,,,,,,8.0,"['afternoon', 'aligarh', 'aligarh fort', 'fort', 'uttar pradesh']"
Augarnath Temple,Uttar Pradesh,Meerut,Temple,4.8,0.0,1.0,All,augarnath__meerut_uttar_pradesh,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Kali_Paltan_Mandir%2C_Meerut.jpg/1200px-Kali_Paltan_Mandir%2C_Meerut.jpg,,,,,,,,8.0,"['all', 'augarnath temple', 'meerut', 'temple', 'uttar pradesh']"
Allen Forest Zoo,Uttar Pradesh,Kanpur,Zoo,4.2,150.0,2.0,All,allen_forest_zoo_kanpur_uttar_pradesh,https://upload.wikimedia.org/wikipedia/commons/d/d0/Oskanpur-2.jpg,,,,,,,,8.0,"['all', 'allen forest zoo', 'kanpur', 'uttar pradesh', 'zoo']"
Dal Lake,Jammu and Kashmir,Srinagar,Lake,4.6,0.0,2.0,Morning,dal__srinagar_jammu_and_kashmir,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Dal_Lake_Hazratbal_Srinagar.jpg/800px-Dal_Lake_Hazratbal_Srinagar.jpg,34.081628,74.793175,,,,,,8.0,"['dal lake', 'jammu and kashmir', 'lake', 'morning', 'srinagar']"
Pangong Tso,Ladakh,Leh,Lake,4.9,20.0,2.0,Morning,pangong_tso_leh_ladakh,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/00/2f/67/img-20180620-wa0007-largejpg.jpg?w=900&h=500&s=1,,,,,,,,8.0,"['ladakh', 'lake', 'leh', 'morning', 'pangong tso']"
Betaab Valley,Jammu and Kashmir,Pahalgam,Valley,4.6,100.0,2.0,All,betaab_valley_pahalgam_jammu_and_kashmir,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/71/3f/53/betaab-valley.jpg?w=1200&h=1200&s=1,,,,,,,,8.0,"['all', 'betaab valley', 'jammu and kashmir', 'pahalgam', 'valley']"
Vaishno Devi,Jammu and Kashmir,Jammu,Temple,4.7,0.0,5.0,All,vaishno_devi_jammu_jammu_and_kashmir,https://upload.wikimedia.org/wikipedia/commons/c/c8/Vaishno_devi.jpg,,,,,,,,8.0,"['all', 'jammu', 'jammu and kashmir', 'temple', 'vaishno devi']"
Patnitop Height,Jammu and Kashmir,Udhampur,Hill,4.1,0.0,2.0,All,patnitop_height_udhampur_jammu_and_kashmir,https://r2imghtlak.mmtcdn.com/r2-mmt-htl-image/htl-imgs/201301031541242571-104aecda4fbc11e9a5c70242ac110003.jpg,,,,,,,,8.0,"['all', 'hill', 'jammu and kashmir', 'patnitop height', 'udhampur']"
Amarnath Cave,Jammu and Kashmir,Anantnag,Temple,4.5,0.0,6.0,All,amarnath_cave_anantnag_jammu_and_kashmir,https://upload.wikimedia.org/wikipedia/commons/6/66/Cave_Temple_of_Lord_Amarnath.jpg,,,,,,,,8.0,"['all', 'amarnath cave', 'anantnag', 'jammu and kashmir', 'temple']"
Thiksey Monastery,Ladakh,Leh,Monastery,4.7,20.0,1.5,All,thiksey_monastery_leh_ladakh,https://upload.wikimedia.org/wikipedia/commons/e/e5/Thikse_Monastery_.jpg,,,,,,,,8.0,"['all', 'ladakh', 'leh', 'monastery', 'thiksey monastery']"
Nubra Valley,Ladakh,Nubra Valley,Valley,4.5,0.0,2.0,All,nubra_valley_nubra_valley_ladakh,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/b9/e6/1c/nubra-valley.jpg?w=1200&h=-1&s=1,,,"Camel safaris, Monastery visits, Village walks, Camping (seasonal)","Turtuk’s Balti culture and orchards, Smaller homestays off the main Hunder stretch",Leh Kushok Bakula Rimpochee Airport,Jammu Tawi,"Momos, Thukpa, Simple local breads and stews",8.0,"['all', 'camel safaris', 'camping (seasonal)', 'ladakh', 'monastery visits', 'nubra valley', 'valley', 'village walks']"
Kargil War Memorial,Ladakh,Kargil,War Memorial,4.8,0.0,1.0,All,kargil_war__kargil_ladakh,https://upload.wikimedia.org/wikipedia/commons/c/c5/Kargilwarmemorialdarss3.jpg,,,,,,,,8.0,"['all', 'kargil', 'kargil war memorial', 'ladakh', 'war memorial']"
Diskit Monastery,Ladakh,Diskit,Monastery,4.7,20.0,1.0,Morning,diskit_monastery_diskit_ladakh,https://upload.wikimedia.org/wikipedia/commons/1/16/Diskit_Gompa_2.jpg,,,,,,,,8.0,"['diskit', 'diskit monastery', 'ladakh', 'monastery', 'morning']"
Kishtwar National Park,Jammu and Kashmir,Kishtwar,National Park,4.3,100.0,3.0,All,kishtwar__kishtwar_jammu_and_kashmir,https://upload.wikimedia.org/wikipedia/commons/0/0b/Sunrise_in_Kishtwar_National_Park%2C_Jammu_and_Kashmir%2C_India.jpg,,,,,,,,8.0,"['all', 'jammu and kashmir', 'kishtwar', 'kishtwar national park', 'national park']"
Hemis National Park,Ladakh,Hemis,National Park,4.4,20.0,4.0,All,hemis__hemis_ladakh,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/13-10-08_217_CONFLUENCE_OF_INDUS_RIVER_N.jpg/1200px-13-10-08_217_CONFLUENCE_OF_INDUS_RIVER_N.jpg,,,,,,,,8.0,"['all', 'hemis', 'hemis national park', 'ladakh', 'national park']"
Dras War Memorial,Ladakh,Dras,War Memorial,4.8,0.0,1.0,All,dras_war__dras_ladakh,https://upload.wikimedia.org/wikipedia/commons/c/c5/Kargilwarmemorialdarss3.jpg,,,,,,,,8.0,"['all', 'dras', 'dras war memorial', 'ladakh', 'war memorial']"
Magnetic Hill,Ladakh,Leh,Gravity Hill,3.7,0.0,0.5,All,magnetic__leh_ladakh,https://upload.wikimedia.org/wikipedia/commons/4/45/Magnetic_Hill%2C_Leh.jpg,,,,,,,,8.0,"['all', 'gravity hill', 'ladakh', 'leh', 'magnetic hill']"
Khardung La Pass,Ladakh,Leh,Hill,4.5,0.0,1.0,Afternoon,khardung_la_pass_leh_ladakh,https://peopleoftheplanet.com/wp-content/uploads/2018/10/the-highest-road-in-the-world-snow.png,,,,,,,,8.0,"['afternoon', 'hill', 'khardung la pass', 'ladakh', 'leh']"
Prem Mandir,Uttar Pradesh,Vrindavan,Temple,4.8,0.0,1.5,Evening,prem_mandir_vrindavan_uttar_pradesh,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/PremMandirSideViewFromCanteen.jpg/800px-PremMandirSideViewFromCanteen.jpg,,,,,,,,8.0,"['evening', 'prem mandir', 'temple', 'uttar pradesh', 'vrindavan']"
Kirti Mandir,Uttar Pradesh,Porbandar,Memorial,4.8,0.0,1.0,Morning,kirti_mandir_porbandar_uttar_pradesh,https://faujitoursandtravels.com/wp-content/uploads/2024/08/kirti-mandir-scaled.jpg,,,,,,,,8.0,"['kirti mandir', 'memorial', 'morning', 'porbandar', 'uttar pradesh']"
Nand Gaon,Uttar Pradesh,Mathura,Village,4.1,0.0,1.0,Morning,nand_gaon_mathura_uttar_pradesh,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/a5/1d/8d/nandgaon-temple.jpg?w=900&h=500&s=1,,,,,,,,8.0,"['mathura', 'morning', 'nand gaon', 'uttar pradesh', 'village']"
Barsana Mandir,Uttar Pradesh,Mathura,Temple,4.8,0.0,1.0,Morning,barsana_mandir_mathura_uttar_pradesh,https://upload.wikimedia.org/wikipedia/commons/7/74/Radharani_Temple_Barsana_2.jpg,,,,,,,,8.0,"['barsana mandir', 'mathura', 'morning', 'temple', 'uttar pradesh']"
Tiger Hill,West Bengal,Darjeeling,Sunrise Point,4.5,0.0,1.0,All,tiger__darjeeling_west_bengal,https://upload.wikimedia.org/wikipedia/commons/d/d8/Tiger_Hill_Darjeeling_West_Bengal_India_%283%29.JPG,,,,,,,,8.0,"['all', 'darjeeling', 'sunrise point', 'tiger hill', 'west bengal']"
Jaldapara National Park,West Bengal,Siliguri,Wildlife Sanctuary,4.4,250.0,3.0,All,jaldapara__siliguri_west_bengal,https://upload.wikimedia.org/wikipedia/commons/f/f5/Elephant_safari.jpg,,,,,,,,8.0,"['all', 'jaldapara national park', 'siliguri', 'west bengal', 'wildlife sanctuary']"
Sundarbans National Park,West Bengal,Sundarbans,National Park,4.4,60.0,4.0,All,sundarbans__sundarbans_west_bengal,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Sundarban_Tiger.jpg/1200px-Sundarban_Tiger.jpg,21.950457,88.999281,,,,,,8.0,"['all', 'national park', 'sundarbans', 'sundarbans national park', 'west bengal']"
Digha Beach,West Bengal,Digha,Beach,4.5,0.0,1.5,Morning,digha__digha_west_bengal,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/00/60/71/digha-beach.jpg?w=1200&h=1200&s=1,,,,,,,,8.0,"['beach', 'digha', 'digha beach', 'morning', 'west bengal']"
Hazarduari Palace,West Bengal,Murshidabad,Palace,4.5,10.0,1.5,Morning,hazarduari__murshidabad_west_bengal,https://upload.wikimedia.org/wikipedia/commons/e/e8/Hazarduari01_debaditya_chatterjee.jpg,,,,,,,,8.0,"['hazarduari palace', 'morning', 'murshidabad', 'palace', 'west bengal']"
Kankalitala Temple,West Bengal,Bolpur,Temple,4.7,0.0,0.5,All,kankalitala__bolpur_west_bengal,https://upload.wikimedia.org/wikipedia/commons/4/4e/Kankalitala_Temple_complex%2C_Birbhum%2C_West_Bengal_05.jpg,,,,,,,,8.0,"['all', 'bolpur', 'kankalitala temple', 'temple', 'west bengal']"
Hangseswari Temple,West Bengal,Hooghly,Temple,4.6,0.0,0.5,All,hangseswari__hooghly_west_bengal,https://upload.wikimedia.org/wikipedia/commons/0/07/Hanseswari_Mandir.jpg,,,,,,,,8.0,"['all', 'hangseswari temple', 'hooghly', 'temple', 'west bengal']"
Gorumara National Park,West Bengal,Jalpaiguri,National Park,4.4,100.0,3.0,All,gorumara__jalpaiguri_west_bengal,https://upload.wikimedia.org/wikipedia/commons/1/1f/Gorumara_Gateway_Arnab_Dutta.JPG,,,,,,,,8.0,"['all', 'gorumara national park', 'jalpaiguri', 'national park', 'west bengal']"
Cooch Behar Palace,West Bengal,Cooch Behar,Palace,4.5,20.0,1.0,All,cooch_behar__cooch_behar_west_bengal,https://upload.wikimedia.org/wikipedia/commons/8/81/The_Cooch_Behar_Palace_or_the_Cooch_Behar_Rajbari%2C_Cooch_Behar_District%2C_West_Bengal%2C_India_01.jpg,,,,,,,,8.0,"['all', 'cooch behar', 'cooch behar palace', 'palace', 'west bengal']"
Ayodhya Hills,West Bengal,Purulia,Hill,4.5,0.0,2.5,All,ayodhya_s_purulia_west_bengal,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/7c/8f/6f/ajodhya-hill-area.jpg?w=1200&h=1200&s=1,,,,,,,,8.0,"['all', 'ayodhya hills', 'hill', 'purulia', 'west bengal']"
Jagannath Temple,Odisha,Puri,Temple,4.7,0.0,2.0,All,jagannath__puri_odisha,http://pujacraft.com/cdn/shop/articles/PTI04_24_2021_000120A_1619272465136_1641572422757.webp?v=1686066690,,,,,,,,8.0,"['all', 'jagannath temple', 'odisha', 'puri', 'temple']"
Sun Temple,Odisha,Konark,Temple,4.7,40.0,1.5,All,sun__konark_odisha,https://upload.wikimedia.org/wikipedia/commons/4/47/Konarka_Temple.jpg,,,,,,,,8.0,"['all', 'konark', 'odisha', 'sun temple', 'temple']"
Lingaraj Temple,Odisha,Bhubaneswar,Temple,4.6,0.0,1.0,All,lingaraj__bhubaneswar_odisha,https://upload.wikimedia.org/wikipedia/commons/8/83/LINGARAJ_TEMPLE_AMLAN_BISWAL_2024.jpg,,,,,,,,8.0,"['all', 'bhubaneswar', 'lingaraj temple', 'odisha', 'temple']"
Khandadhar Waterfall,Odisha,Rourkela,Waterfall,4.5,0.0,1.5,All,khandadhar__rourkela_odisha,https://upload.wikimedia.org/wikipedia/commons/6/68/Khandadhar_Waterfall.jpg,,,,,,,,8.0,"['all', 'khandadhar waterfall', 'odisha', 'rourkela', 'waterfall']"
Barabati Fort,Odisha,Cuttack,Fort,4.5,0.0,1.0,All,barabati__cuttack_odisha,https://upload.wikimedia.org/wikipedia/commons/9/95/Entrance_of_Barabati_fort.jpg,,,,,,,,8.0,"['all', 'barabati fort', 'cuttack', 'fort', 'odisha']"
Hirakud Dam,Odisha,Sambalpur,Dam,4.5,0.0,1.0,All,hirakud_dam_sambalpur_odisha,https://upload.wikimedia.org/wikipedia/commons/0/00/Hirakud_Dam.jpg,,,,,,,,8.0,"['all', 'dam', 'hirakud dam', 'odisha', 'sambalpur']"
Chilika Lake,Odisha,Chilika,Lake,3.9,0.0,2.0,Morning,chilika__chilika_odisha,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Birds_eyeview_of_Chilika_Lake.jpg/640px-Birds_eyeview_of_Chilika_Lake.jpg,,,,,,,,8.0,"['chilika', 'chilika lake', 'lake', 'morning', 'odisha']"
Tara Tarini Temple,Odisha,Berhampur,Temple,4.6,0.0,1.0,All,tara_tarini__berhampur_odisha,https://upload.wikimedia.org/wikipedia/commons/b/bb/Taratarini_maa.jpg,,,,,,,,8.0,"['all', 'berhampur', 'odisha', 'tara tarini temple', 'temple']"
